id,date,sentence,sentence_length,growth_sentiment,employment_sentiment,inflation_sentiment,prediction_finbert,sentiment_score_finbert,sentiment_vader_logit,sentiment_vader_logit_score,sentiment_vader_compound,sentiment_vader_compound_score,growth_sentiment_gpt4,employment_sentiment_gpt4,inflation_sentiment_gpt4
12231.0,2019-02-20,"Nominal defense spending in October and November pointed to solid growth in real federal purchases, although spending data for December were delayed.",22,positive,neutral,neutral,positive,0.4431,positive,0.5841905229354074,positive,0.34,positive,neutral,neutral
12232.0,2019-04-10,"Total labor compensation per hour in the business sector increased 2.9 percent over the four quarters of 2018, about the same rate as a year earlier.",26,neutral,positive,neutral,positive,0.926,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12233.0,2019-05-22,Market participants assigned greater probability to a lower target range of the federal funds rate than to a higher one beyond the next few meetings.,25,neutral,neutral,neutral,neutral,-0.074,positive,0.6127294642065295,positive,0.4588,neutral,neutral,positive
12234.0,2019-07-10,Staff Economic OutlookThe projection for U.S. economic activity prepared by the staff for the June FOMC meeting was revised down somewhat on balance.,23,negative,neutral,neutral,negative,-0.95,neutral,0.5,neutral,0.0,negative,neutral,neutral
12235.0,2019-08-21,"Industrial production (IP) was unchanged in June, as a decrease in the output of utilities offset increases in the output of manufacturers and mines.",24,neutral,neutral,neutral,negative,-0.828,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12236.0,2019-08-21,"Separately, the staff noted that market liquidity was, overall, in good shape, although sudden price drops had become more frequent in some markets.",23,neutral,neutral,neutral,positive,0.6645,positive,0.5504032199355139,positive,0.2023,neutral,neutral,positive
12237.0,2019-08-21,"Reports from business contacts pointed to continued strong labor demand, with many firms reporting difficulty finding workers to meet current demand.",21,neutral,positive,neutral,negative,-0.892,neutral,0.4935503577576862,neutral,-0.0258,positive,neutral,neutral
12238.0,2019-10-09,A few participants noted the possibility of resuming trend growth of the balance sheet to help stabilize the level of reserves in the banking system.,25,neutral,neutral,neutral,positive,0.9138,positive,0.6566949065607283,positive,0.6486,neutral,neutral,neutral
12239.0,2019-11-20,The staff presented two potential approaches for conducting repo operations if the Committee decided to maintain an ongoing role for such operations.,22,neutral,neutral,neutral,neutral,0.2477,neutral,0.5,neutral,0.0,neutral,neutral,positive
12240.0,2019-11-20,"In the October SLOOS, banks left their lending standards basically unchanged for most residential real estate loan categories over the third quarter.",22,neutral,neutral,neutral,negative,-0.446,neutral,0.4871028614901135,negative,-0.0516,neutral,neutral,neutral
12241.0,2020-01-03,Market prices appeared to respond mainly to signs of stabilization in the U.S. and global economies and to developments associated with trade policy.,23,positive,neutral,neutral,positive,0.7689,neutral,0.5,neutral,0.0,neutral,neutral,positive
12242.0,2020-02-19,Developments in Financial Markets and Open Market OperationsThe SOMA manager reviewed developments in financial markets over the intermeeting period.,19,neutral,neutral,neutral,neutral,0.0081,neutral,0.5,neutral,0.0,neutral,neutral,positive
12243.0,2020-04-08,"Foreign economic indicators for the more recent period, following the spread of the virus to the rest of the world, were generally not yet available.",25,neutral,neutral,neutral,neutral,-0.328,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12244.0,2020-04-08,All participants viewed the near-term U.S. economic outlook as having deteriorated sharply in recent weeks and as having become profoundly uncertain.,21,negative,neutral,neutral,negative,-0.95,negative,0.4265356063867507,negative,-0.296,negative,neutral,neutral
12245.0,2020-05-20,"However, the Federal Reserve's announcements and start-ups of emergency liquidity facilities appeared to improve conditions in many of these markets.",20,positive,neutral,neutral,positive,0.9051,neutral,0.5192904202999741,positive,0.0772,positive,neutral,neutral
12246.0,2020-05-20,"That said, compared with early this year, foreign equity indexes stayed sharply lower, and option-implied equity volatility abroad remained elevated.",20,negative,neutral,neutral,negative,-0.83,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12247.0,2020-05-20,The upcoming financial stress tests for banks were seen as important for measuring the ability of large banks to withstand future downside scenarios.,23,neutral,neutral,neutral,positive,0.7997,neutral,0.4556419268785208,negative,-0.1779,neutral,neutral,neutral
12248.0,2020-07-01,"The consumer price index (CPI) inched up 0.1 percent over the 12 months ending in May, while core CPI inflation was 1.2 percent over the same period.",27,neutral,neutral,negative,positive,0.9216,neutral,0.5,neutral,0.0,neutral,neutral,positive
12249.0,2020-08-19,"In contrast, output in the mining sector, which includes crude oil extraction, decreased further, reflecting the effects of still-low crude oil prices.",22,negative,neutral,neutral,negative,-0.93,negative,0.2975274157388019,negative,-0.8591,negative,neutral,neutral
12250.0,2020-08-19,"Regarding the labor market, many participants commented that the pace of employment gains, which was quite strong in May and June, had likely slowed.",24,neutral,negative,neutral,negative,-0.954,positive,0.6838885230913988,positive,0.7717,neutral,neutral,positive
12251.0,2021-01-06,The four-week moving average of initial claims for unemployment insurance was only slightly lower in early December than it had been in late October.,24,neutral,No majority found,neutral,negative,-0.945,negative,0.3605679346246548,negative,-0.5729,neutral,neutral,neutral
12252.0,2021-01-06,"Federal defense spending continued to rise in October and November, although federal employment declined with the layoff of temporary census workers.",21,positive,negative,neutral,negative,-0.772,neutral,0.5319563807976407,positive,0.128,positive,neutral,neutral
12253.0,2021-01-06,The 5-year and 5-to-10-year measures of inflation compensation based on Treasury Inflation Protected Securities rose above their pre-pandemic levels.,19,neutral,neutral,negative,positive,0.9236,positive,0.6703127684073539,positive,0.7096,neutral,neutral,positive
12254.0,2021-01-06,"Agency commercial mortgage-backed security (CMBS) spreads remained narrow amid strong issuance in October, while non-agency CMBS spreads ticked down.",19,positive,neutral,neutral,negative,-0.963,positive,0.6661448670999395,positive,0.6908,neutral,neutral,neutral
12255.0,2021-01-06,"That said, participants agreed that the path ahead remained highly uncertain and that the economy remained far from the Committee's longer-run goals.",22,negative,neutral,neutral,negative,-0.733,neutral,0.5004499998785,neutral,0.0018,neutral,neutral,neutral
12256.0,2021-04-07,"The Treasury market functioned well over most of the period, although measures of market liquidity deteriorated somewhat toward the end of February.",22,neutral,neutral,neutral,negative,-0.785,positive,0.5504032199355139,positive,0.2023,neutral,neutral,neutral
12257.0,2021-04-07,"Assets under management (AUM) of government money market funds (MMFs) rose over the intermeeting period, whereas AUM of prime MMFs declined somewhat.",22,neutral,neutral,neutral,positive,0.8617,positive,0.5893308891504367,positive,0.3612,positive,neutral,neutral
12258.0,2021-05-19,"In March 2020, repo operations worked in concert with other measures to manage shocks to financial markets by stabilizing Treasury market conditions.",22,positive,neutral,neutral,positive,0.484,negative,0.449596780064486,negative,-0.2023,neutral,neutral,neutral
12259.0,2021-07-07,"State and local government purchases looked to be increasing significantly, as the payrolls of these governments expanded solidly over April and May.",22,positive,positive,neutral,positive,0.9319,positive,0.635850737283906,positive,0.5574,positive,neutral,neutral
12260.0,2021-07-07,"Market expectations for the federal funds rate path over the medium term, as implied by OIS quotes unadjusted for term premiums, declined moderately.",23,neutral,neutral,neutral,negative,-0.696,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12261.0,2021-08-18,Concerns about the worldwide spread of the Delta variant weighed somewhat on risk sentiment in global financial markets over the intermeeting period.,22,negative,neutral,neutral,negative,-0.848,negative,0.4491761350327461,negative,-0.204,neutral,neutral,neutral
12262.0,2021-10-13,The manager provided a brief update on the new repurchase agreement (repo) facilities that the Committee had announced following its meeting in July.,23,neutral,neutral,neutral,neutral,0.0264,positive,0.6210247413644827,positive,0.4939,neutral,neutral,neutral
12263.0,2021-10-13,"In the residential mortgage market, financing conditions remained accommodative particularly for borrowers who met standard conforming loan criteria.",18,positive,neutral,neutral,positive,0.46,neutral,0.5,neutral,0.0,neutral,neutral,positive
12264.0,2021-11-24,"Option-implied volatility on short-dated interest rates increased, reportedly reflecting greater uncertainty over the path of the federal funds rate.",19,negative,neutral,neutral,negative,-0.149,positive,0.6879601476961928,positive,0.7906,neutral,neutral,positive
12265.0,2021-11-24,"Over the intermeeting period, U.S. equity indexes rose and the one-month option-implied volatility on the S&P 500?봳he VIX?봣ell to post-pandemic lows.",21,positive,neutral,neutral,negative,-0.843,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12266.0,2021-11-24,"The sectors most adversely affected by the pandemic had improved in recent months, but the summer's rise in COVID-19 cases had slowed their recovery.",24,No majority found,neutral,neutral,negative,-0.439,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
